id,titulo,rubro,Con pantalla táctil,Conexión del monitor de la computadora,Resolución de pantalla,Tamaño de la pantalla,Tipo de pantalla,Tipo de resolución,Con micrófono,Con visión nocturna,Formato de venta,Funciones,Lugares de montaje,Color,Tipo de corrector,Tipo de envase,Con compartimiento para notebook,Con puerto USB,Con ruedas,Tipo de mochila,Capacidad,Incluye adaptador SD,Incluye adaptador USB,Resolución máxima de video,Velocidad de lectura,Forma del glitter,Peso neto,Tipo,Usos recomendados,Graduación,Unidad por envase,Tamaño de papel,Tipo de papel,Con bluetooth,Con WiFi,Funciones de la impresora,Tipo de impresión,Tipo de impresora,Resolución de imagen de la cámara,Capacidad de hojas,Potencia,Tipo de trituradora,Voltaje,Color de la tinta,Con grip,Grosor del trazo,Tipo de lapicera,Tipo de trazo,Con goma de borrar,Tipo de Lápiz,Forma de la lentejuela,Duración máxima de la batería,Es inalámbrico,Es resistente al agua,Formato del auricular,Tipo de conectores,A prueba de agua,Autonomía máxima de la batería,Con función Karaoke,Con luces LED,Con Radio,Es portátil,Incluye batería recargable,Potencia de salida (RMS),Tipo de parlante,Díametro,Con anillos,Con tapa separadas,Diseño,Tamaño de las hojas,Tipo de carpeta,Con lengueta,Tamaño del separador,Billetes por minutos,Capacidad de bandeja,Con detector de billetes falsos,Tipo detección,Con cartel,Con pie,Tamaño,Tipo de agenda por vista,Tipo de encuadernación,Formato de la tiza,Capacidad de almacenamiento,Material,Tipo de Marcador,Con compartimiento para marcadores,Es magnético,Material del mango,Superficies Recomendadas,Con GPS,Incluye cargador,Sistema operativo,Ancho x altura,Material de la superficie,Material del armazón
569,Artículo 569 de Papel glace,Papel glace,,,,,,,,,Valor 23,,,,,,,,,,,,,,,,,,Valor 35,,,Valor 67,Valor 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Artículo 570 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 97,,,,,,,,,,,,,,,,,,,,Valor 29,,,,,,,,,,,,,Valor 11,No,Valor 25,Valor 72,Valor 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Artículo 571 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 2,,,,,,,,,,,,,,,,,,,Valor 39,Valor 3,,,,,,,,,,,,,,,,,,No,Valor 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Artículo 572 de Impresoras,Impresoras,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Valor 46,Valor 23,No,Sí,Sí,Valor 81,Valor 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Artículo 573 de Impresoras,Impresoras,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Valor 68,Valor 39,Sí,Sí,No,Valor 25,Valor 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Artículo 574 de Mochilas,Mochilas,,,,,,,,,,,,,,,Sí,No,Sí,Valor 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Artículo 575 de Gibre,Gibre,,,,,,,,,Valor 57,,,,,,,,,,,,,,,Valor 69,Valor 33,Valor 49,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Artículo 576 de Monitores,Monitores,Sí,Valor 38,Valor 34,Valor 22,Valor 3,Valor 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Artículo 577 de Brillantinas,Brillantinas,,,,,,,,,Valor 1,,,,,,,,,,,,,,,,,,Valor 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Artículo 578 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 38,,,,,,,,,,,,,,,,,,,,Valor 95,,,,,,,,,,,,,Valor 50,Sí,Valor 34,Valor 29,Valor 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Artículo 579 de Agendas,Agendas,,,,,,,,,Valor 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 84,Valor 46,Valor 65,,,,,,,,,,,,,,
580,Artículo 580 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 75,Valor 22,Valor 74
581,Artículo 581 de Brillantinas,Brillantinas,,,,,,,,,Valor 44,,,,,,,,,,,,,,,,,,Valor 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Artículo 582 de Monitores,Monitores,Sí,Valor 89,Valor 69,Valor 58,Valor 25,Valor 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Artículo 583 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Artículo 584 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Artículo 585 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 41,Valor 9,Valor 90,Valor 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Artículo 586 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 77,,,,,,,,,,,,,,,,,,,,Valor 10,,,,,,,,,,,,,Valor 75,Sí,Valor 48,Valor 73,Valor 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Artículo 587 de Mochilas,Mochilas,,,,,,,,,,,,,,,Sí,Sí,Sí,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Artículo 588 de Separadores,Separadores,,,,,,,,,Valor 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 77,,,,,,,,,,,,,,,,,,,,,,,
589,Artículo 589 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Artículo 590 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 48,,,,,,,,,,,,,,,,,,,,Valor 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Artículo 591 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Valor 70,Valor 41,Valor 50,,,,,,,,,,,,,,,,,,,,,,,,,
592,Artículo 592 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Artículo 593 de Parlantes,Parlantes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Sí,,,,Valor 58,Valor 31,Sí,No,No,Sí,Valor 20,Valor 3,Valor 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Artículo 594 de Impresoras,Impresoras,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,Valor 99,Valor 69,No,No,Sí,Valor 44,Valor 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Artículo 595 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 47,Valor 69,Valor 79,Valor 16,Valor 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Artículo 596 de Agendas,Agendas,,,,,,,,,Valor 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 37,Valor 54,Valor 12,,,,,,,,,,,,,,
597,Artículo 597 de Goma eva,Goma eva,,,,,,,,,Valor 2,,,,,,,,,,,,,,,,,Valor 6,Valor 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Artículo 598 de Correctores,Correctores,,,,,,,,,Valor 72,,,,Valor 65,Valor 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Artículo 599 de Gibre,Gibre,,,,,,,,,Valor 54,,,,,,,,,,,,,,,Valor 30,Valor 22,Valor 72,Valor 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Artículo 600 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 26,,,,,,,,,,,,,,,,,,,,Valor 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Artículo 601 de Pendrive,Pendrive,,,,,,,,,,,,Valor 69,,,,,,,,,,,Valor 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 73,Valor 81,,,,,,,,,,,
602,Artículo 602 de Impresoras,Impresoras,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Valor 10,Valor 20,No,Sí,No,Valor 67,Valor 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Artículo 603 de Impresoras,Impresoras,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Valor 7,Valor 66,Sí,No,No,Valor 32,Valor 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Artículo 604 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 68,Valor 80,Valor 94,Valor 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Artículo 605 de Camara web,Camara web,,,,,,,Sí,,Valor 97,Valor 55,,,,,,,,,,,,Valor 35,,,,,,,,,,,,,,,Valor 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Artículo 606 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 78,,,,,,,,,,,,,,,,,,,,Valor 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Artículo 607 de Minas,Minas,,,,,,,,,Valor 31,,,,,,,,,,,,,,,,,,,Valor 2,Valor 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Artículo 608 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 15,Valor 74,Valor 53
609,Artículo 609 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 78,Valor 72,Valor 49,Valor 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Artículo 610 de Gibre,Gibre,,,,,,,,,Valor 53,,,,,,,,,,,,,,,Valor 59,Valor 27,Valor 18,Valor 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Artículo 611 de Pendrive,Pendrive,,,,,,,,,,,,Valor 32,,,,,,,,,,,Valor 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 21,Valor 66,,,,,,,,,,,
612,Artículo 612 de Gibre,Gibre,,,,,,,,,Valor 92,,,,,,,,,,,,,,,Valor 64,Valor 13,Valor 64,Valor 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Artículo 613 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Valor 77,Valor 37,Valor 55,,,,,,,,,,,,,,,,,,,,,,,,,
614,Artículo 614 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 84,,,,,,,,,,,,,,,,,,,Valor 21,Valor 39,,,,,,,,,,,,,,,,,,No,Valor 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Artículo 615 de Papel glace,Papel glace,,,,,,,,,Valor 6,,,,,,,,,,,,,,,,,,Valor 53,,,Valor 10,Valor 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Artículo 616 de Papel glace,Papel glace,,,,,,,,,Valor 98,,,,,,,,,,,,,,,,,,Valor 21,,,Valor 19,Valor 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Artículo 617 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,No,Valor 50,No,Valor 17,,,,,,,,,,,,,,,,,,,
618,Artículo 618 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 14,,,,,,,,,,
619,Artículo 619 de Gibre,Gibre,,,,,,,,,Valor 4,,,,,,,,,,,,,,,Valor 68,Valor 82,Valor 22,Valor 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Artículo 620 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 49,,,,,,,,,,,,,,,,,,,Valor 4,Valor 65,,,,,,,,,,,,,,,,,,Sí,Valor 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Artículo 621 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Artículo 622 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 89,Valor 40,Valor 39,Valor 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Artículo 623 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Valor 35,Valor 96,Valor 94,,,,,,,,,,,,,,,,,,,,,,,,,
624,Artículo 624 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,Valor 28,Valor 67,Valor 80,,,,,,,,,,,,,,,,,,,,,,,,,
625,Artículo 625 de Camara de seguridad,Camara de seguridad,,,,,,Valor 16,Sí,No,Valor 92,Valor 59,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Artículo 626 de Separadores,Separadores,,,,,,,,,Valor 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 63,,,,,,,,,,,,,,,,,,,,,,,
627,Artículo 627 de Borradores,Borradores,,,,,,,,,Valor 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,Valor 100,No,,,,,,
628,Artículo 628 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 15,,,,,,,,,,
629,Artículo 629 de Camara web,Camara web,,,,,,,No,,Valor 56,Valor 99,,,,,,,,,,,,Valor 52,,,,,,,,,,,,,,,Valor 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Artículo 630 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Artículo 631 de Agendas,Agendas,,,,,,,,,Valor 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 90,Valor 39,Valor 51,,,,,,,,,,,,,,
632,Artículo 632 de Camara web,Camara web,,,,,,,No,,Valor 74,Valor 31,,,,,,,,,,,,Valor 92,,,,,,,,,,,,,,,Valor 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Artículo 633 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 70,,,,,,,,,,,,,,,,,,,,Valor 76,,,,,,,,,,,,,Valor 88,Sí,Valor 36,Valor 37,Valor 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Artículo 634 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,
635,Artículo 635 de Auriculares,Auriculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,,,,,Valor 79,Sí,Sí,Valor 76,Valor 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Artículo 636 de Goma eva,Goma eva,,,,,,,,,Valor 42,,,,,,,,,,,,,,,,,Valor 19,Valor 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Artículo 637 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,,,,,,,,,Sí,,,,Valor 80,Valor 100,No,No,Sí,No,Valor 87,Valor 11,Valor 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Artículo 638 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Artículo 639 de Minas,Minas,,,,,,,,,Valor 1,,,,,,,,,,,,,,,,,,,Valor 26,Valor 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Artículo 640 de Correctores,Correctores,,,,,,,,,Valor 96,,,,Valor 71,Valor 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Artículo 641 de Brillantinas,Brillantinas,,,,,,,,,Valor 3,,,,,,,,,,,,,,,,,,Valor 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Artículo 642 de Correctores,Correctores,,,,,,,,,Valor 39,,,,Valor 3,Valor 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Artículo 643 de Goma eva,Goma eva,,,,,,,,,Valor 89,,,,,,,,,,,,,,,,,Valor 31,Valor 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Artículo 644 de Correctores,Correctores,,,,,,,,,Valor 6,,,,Valor 93,Valor 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Artículo 645 de Camara de seguridad,Camara de seguridad,,,,,,Valor 88,No,Sí,Valor 20,Valor 41,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Artículo 646 de Mochilas,Mochilas,,,,,,,,,,,,,,,Sí,No,No,Valor 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Artículo 647 de Pendrive,Pendrive,,,,,,,,,,,,Valor 60,,,,,,,,,,,Valor 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 17,Valor 96,,,,,,,,,,,
648,Artículo 648 de Impresoras,Impresoras,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,Valor 2,Valor 48,Sí,Sí,Sí,Valor 64,Valor 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Artículo 649 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 31,,,,,,,,,,,,,,,,,,,,Valor 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Artículo 650 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Artículo 651 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 71,,,,,,,,,,,,,,,,,,,,Valor 44,,,,,,,,,,,,,Valor 8,Sí,Valor 10,Valor 23,Valor 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Artículo 652 de Smartwatch,Smartwatch,,,,,Valor 5,,,,,Valor 83,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,Valor 9,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 53,Valor 31,,,
653,Artículo 653 de Camara de seguridad,Camara de seguridad,,,,,,Valor 44,No,Sí,Valor 94,Valor 43,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Artículo 654 de Pendrive,Pendrive,,,,,,,,,,,,Valor 30,,,,,,,,,,,Valor 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 23,Valor 58,,,,,,,,,,,
655,Artículo 655 de Auriculares,Auriculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Valor 31,Sí,No,Valor 83,Valor 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Artículo 656 de Papel glace,Papel glace,,,,,,,,,Valor 19,,,,,,,,,,,,,,,,,,Valor 28,,,Valor 42,Valor 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Artículo 657 de Parlantes,Parlantes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,,No,,,,Valor 71,Valor 63,No,Sí,Sí,Sí,Valor 29,Valor 18,Valor 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Artículo 658 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 5,,,,,,,,,,,,,,,,,,,Valor 6,Valor 29,,,,,,,,,,,,,,,,,,No,Valor 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Artículo 659 de Correctores,Correctores,,,,,,,,,Valor 80,,,,Valor 92,Valor 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Artículo 660 de Brillantinas,Brillantinas,,,,,,,,,Valor 17,,,,,,,,,,,,,,,,,,Valor 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Artículo 661 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 14,Valor 68,Valor 13,Valor 51,Valor 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Artículo 662 de Agendas,Agendas,,,,,,,,,Valor 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 29,Valor 17,Valor 88,,,,,,,,,,,,,,
663,Artículo 663 de Agendas,Agendas,,,,,,,,,Valor 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 47,Valor 94,Valor 99,,,,,,,,,,,,,,
